len_in_AAs,num_parts,sim,0
7,7,82,8.0
7,7,83,13.0
7,7,84,13.0
7,7,85,17.0
7,7,86,20.0
7,7,87,7.0
7,7,88,19.0
7,7,89,16.0
7,7,90,37.0
7,7,91,35.0
7,7,92,8.0
7,7,93,14.0
7,7,94,9.0
7,7,95,21.0
7,7,96,13.0
7,7,97,21.0
7,7,98,27.0
7,7,99,12.0
8,3,0,3962.0
8,3,1,2244.0
8,3,2,450.0
8,3,3,2834.0
8,3,4,2101.0
8,3,5,3667.0
8,3,6,1524.0
8,3,7,2335.0
8,3,8,2975.0
8,3,9,1671.0
8,3,10,2747.0
8,3,11,2759.0
8,3,12,2219.0
8,3,13,3285.0
8,3,14,2764.0
8,3,15,2292.0
8,3,16,3544.0
8,3,17,4524.0
8,3,18,3597.0
8,3,19,3689.0
8,3,20,4143.0
8,3,21,2523.0
8,3,22,3325.0
8,3,23,2652.0
8,3,24,3155.0
8,3,25,1244.0
8,3,26,4545.0
8,3,27,3784.0
8,3,28,1703.0
8,3,29,2736.0
8,3,30,2476.0
8,3,31,2118.0
8,3,32,2555.0
8,3,33,872.0
8,3,34,1832.0
8,3,35,2489.0
8,3,36,3095.0
8,3,37,2089.0
8,3,38,1939.0
8,3,39,2800.0
8,3,40,3394.0
8,3,41,899.0
8,3,42,1832.0
8,3,43,2808.0
8,3,44,3954.0
8,3,45,1694.0
8,3,46,3571.0
8,3,47,1347.0
8,3,48,2874.0
8,3,49,956.0
8,3,50,3107.0
8,3,51,2380.0
8,3,52,2794.0
8,3,53,2166.0
8,3,54,4564.0
8,3,55,2058.0
8,3,56,4122.0
8,3,57,4016.0
8,3,58,2006.0
8,3,59,3377.0
8,3,60,3582.0
8,3,61,4843.0
8,3,62,3205.0
8,3,63,3353.0
8,3,64,2564.0
8,3,65,3473.0
8,3,66,479.0
8,3,67,1844.0
8,3,68,3126.0
8,3,69,2375.0
8,3,70,3396.0
8,3,71,2860.0
8,3,72,2486.0
8,3,73,3490.0
8,3,74,3061.0
8,3,75,2625.0
8,3,76,1604.0
8,3,77,2963.0
8,3,78,2816.0
8,3,79,3646.0
8,3,80,2315.0
8,3,81,3141.0
8,3,82,2637.0
8,3,83,3332.0
8,3,84,3655.0
8,3,85,2154.0
8,3,86,2838.0
8,3,87,3574.0
8,3,88,2104.0
8,3,89,4030.0
8,3,90,2784.0
8,3,91,3017.0
8,3,92,1895.0
8,3,93,3007.0
8,3,94,1194.0
8,3,95,4013.0
8,3,96,3531.0
8,3,97,3569.0
8,3,98,1703.0
8,3,99,2988.0
8,5,0,43.0
8,5,1,53.0
8,5,2,57.0
8,5,3,28.0
8,5,4,36.0
8,5,5,31.0
8,5,6,53.0
8,5,7,54.0
8,5,8,38.0
8,5,9,30.0
8,5,10,78.0
8,5,11,35.0
8,5,12,73.0
8,5,13,35.0
8,5,14,18.0
8,5,15,16.0
8,5,16,20.0
8,5,17,40.0
8,5,18,35.0
8,5,19,51.0
8,5,20,34.0
8,5,21,20.0
8,5,22,24.0
8,5,23,68.0
8,5,24,54.0
8,5,25,34.0
8,5,26,23.0
8,5,27,27.0
8,5,28,52.0
8,5,29,55.0
8,5,30,38.0
8,5,31,36.0
8,5,32,4.0
8,5,33,39.0
8,5,34,34.0
8,5,35,32.0
8,5,36,26.0
8,5,37,31.0
8,5,38,58.0
8,5,39,45.0
8,5,40,47.0
8,5,41,51.0
8,5,42,35.0
8,5,43,67.0
8,5,44,78.0
8,5,45,28.0
8,5,46,37.0
8,5,47,34.0
8,5,48,36.0
8,5,49,39.0
8,5,50,41.0
8,5,51,56.0
8,5,52,22.0
8,5,53,61.0
8,5,54,49.0
8,5,55,46.0
8,5,56,53.0
8,5,57,80.0
8,5,58,31.0
8,5,59,38.0
8,5,60,7.0
8,5,61,65.0
8,5,62,45.0
8,5,63,77.0
8,5,64,24.0
8,5,65,5.0
8,5,66,30.0
8,5,67,44.0
8,5,68,36.0
8,5,69,50.0
8,5,70,52.0
8,5,71,41.0
8,5,72,50.0
8,5,73,27.0
8,5,74,41.0
8,5,75,30.0
8,5,76,47.0
8,5,77,42.0
8,5,78,43.0
8,5,79,20.0
8,5,80,26.0
8,5,81,42.0
8,5,82,27.0
8,5,83,63.0
8,5,84,42.0
8,5,85,71.0
8,5,86,44.0
8,5,87,45.0
8,5,88,50.0
8,5,89,47.0
8,5,90,45.0
8,5,91,41.0
8,5,92,22.0
8,5,93,28.0
8,5,94,56.0
8,5,95,24.0
8,5,96,47.0
8,5,97,16.0
8,5,98,33.0
8,5,99,89.0
8,7,0,37.0
8,7,1,21.0
8,7,2,16.0
8,7,3,7.0
8,7,4,15.0
8,7,5,26.0
8,7,6,24.0
8,7,7,16.0
8,7,8,33.0
8,7,9,20.0
8,7,10,30.0
8,7,11,31.0
8,7,12,24.0
8,7,13,10.0
8,7,14,18.0
8,7,15,9.0
8,7,16,12.0
8,7,17,18.0
8,7,18,10.0
8,7,19,7.0
8,7,20,18.0
8,7,21,14.0
8,7,22,7.0
8,7,23,14.0
8,7,24,21.0
8,7,25,6.0
8,7,26,16.0
8,7,27,27.0
8,7,28,26.0
8,7,29,21.0
8,7,30,23.0
8,7,31,29.0
8,7,32,4.0
8,7,33,20.0
8,7,34,19.0
8,7,35,17.0
8,7,36,13.0
8,7,37,8.0
8,7,38,1.0
8,7,39,18.0
8,7,40,23.0
8,7,41,30.0
8,7,42,18.0
8,7,43,18.0
8,7,44,8.0
8,7,45,16.0
8,7,46,14.0
8,7,47,22.0
8,7,48,11.0
8,7,49,16.0
8,7,50,22.0
8,7,51,10.0
8,7,52,22.0
8,7,53,15.0
8,7,54,12.0
8,7,55,14.0
8,7,56,18.0
8,7,57,16.0
8,7,58,14.0
8,7,59,27.0
8,7,60,7.0
8,7,61,27.0
8,7,62,18.0
8,7,63,24.0
8,7,64,24.0
8,7,65,5.0
8,7,66,22.0
8,7,67,17.0
8,7,68,23.0
8,7,69,14.0
8,7,70,14.0
8,7,71,11.0
8,7,72,12.0
8,7,73,19.0
8,7,74,22.0
8,7,75,11.0
8,7,76,39.0
8,7,77,24.0
8,7,78,25.0
8,7,79,20.0
8,7,80,26.0
8,7,81,13.0
8,7,82,18.0
8,7,83,13.0
8,7,84,21.0
8,7,85,12.0
8,7,86,14.0
8,7,87,13.0
8,7,88,6.0
8,7,89,28.0
8,7,90,28.0
8,7,91,24.0
8,7,92,8.0
8,7,93,22.0
8,7,94,8.0
8,7,95,13.0
8,7,96,37.0
8,7,97,16.0
8,7,98,25.0
8,7,99,26.0
9,3,0,17781.0
9,3,1,15301.0
9,3,2,16510.0
9,3,3,11380.0
9,3,4,11447.0
9,3,5,17133.0
9,3,6,18874.0
9,3,7,10287.0
9,3,8,9133.0
9,3,9,16745.0
9,3,10,11897.0
9,3,11,7883.0
9,3,12,10663.0
9,3,13,21760.0
9,3,14,15745.0
9,3,15,16786.0
9,3,16,18730.0
9,3,17,16744.0
9,3,18,21327.0
9,3,19,25275.0
9,3,20,16035.0
9,3,21,16018.0
9,3,22,20031.0
9,3,23,13327.0
9,3,24,19506.0
9,3,25,16721.0
9,3,26,12952.0
9,3,27,16213.0
9,3,28,13604.0
9,3,29,16921.0
9,3,30,21205.0
9,3,31,8486.0
9,3,32,11953.0
9,3,33,21298.0
9,3,34,17626.0
9,3,35,14737.0
9,3,36,10700.0
9,3,37,17421.0
9,3,38,8600.0
9,3,39,12475.0
9,3,40,18525.0
9,3,41,18979.0
9,3,42,17748.0
9,3,43,8960.0
9,3,44,21942.0
9,3,45,16790.0
9,3,46,19121.0
9,3,47,5905.0
9,3,48,16476.0
9,3,49,9709.0
9,3,50,16880.0
9,3,51,15732.0
9,3,52,9403.0
9,3,53,13971.0
9,3,54,14542.0
9,3,55,16991.0
9,3,56,6933.0
9,3,57,15573.0
9,3,58,20914.0
9,3,59,18665.0
9,3,60,9444.0
9,3,61,17152.0
9,3,62,15521.0
9,3,63,16915.0
9,3,64,15503.0
9,3,65,13906.0
9,5,0,88.0
9,5,1,108.0
9,5,2,101.0
9,5,3,122.0
9,5,4,18.0
9,5,5,163.0
9,5,6,76.0
9,5,7,95.0
9,5,8,35.0
9,5,9,97.0
9,5,10,173.0
9,5,11,53.0
9,5,12,104.0
9,5,13,102.0
9,5,14,53.0
9,5,15,177.0
9,5,16,42.0
9,5,17,116.0
9,5,18,163.0
9,5,19,83.0
9,5,20,93.0
9,5,21,72.0
9,5,22,111.0
9,5,23,183.0
9,5,24,69.0
9,5,25,141.0
9,5,26,123.0
9,5,27,63.0
9,5,28,144.0
9,5,29,85.0
9,5,30,131.0
9,5,31,117.0
9,5,32,101.0
9,5,33,129.0
9,5,34,108.0
9,5,35,162.0
9,5,36,114.0
9,5,37,79.0
9,5,38,74.0
9,5,39,100.0
9,5,40,83.0
9,5,41,82.0
9,5,42,126.0
9,5,43,150.0
9,5,44,81.0
9,5,45,136.0
9,5,46,66.0
9,5,47,62.0
9,5,48,79.0
9,5,49,100.0
9,5,50,101.0
9,5,51,138.0
9,5,52,86.0
9,5,53,37.0
9,5,54,36.0
9,5,55,115.0
9,5,56,100.0
9,5,57,155.0
9,5,58,194.0
9,5,59,67.0
9,5,60,182.0
9,5,61,83.0
9,5,62,121.0
9,5,63,108.0
9,5,64,27.0
9,5,65,111.0
9,7,0,17.0
9,7,1,15.0
9,7,2,33.0
9,7,3,17.0
9,7,4,15.0
9,7,5,17.0
9,7,6,21.0
9,7,7,19.0
9,7,8,35.0
9,7,9,18.0
9,7,10,17.0
9,7,11,10.0
9,7,12,29.0
9,7,13,16.0
9,7,14,19.0
9,7,15,36.0
9,7,16,14.0
9,7,17,25.0
9,7,18,24.0
9,7,19,14.0
9,7,20,27.0
9,7,21,20.0
9,7,22,28.0
9,7,23,16.0
9,7,24,29.0
9,7,25,22.0
9,7,26,12.0
9,7,27,22.0
9,7,28,16.0
9,7,29,11.0
9,7,30,27.0
9,7,31,19.0
9,7,32,20.0
9,7,33,23.0
9,7,34,20.0
9,7,35,23.0
9,7,36,9.0
9,7,37,13.0
