,num_barcodes,barcode_length_in_aa,num_oligos,is_capped
0,1,1,18.0,False
1,1,2,815.0,False
2,1,3,15519.0,False
3,1,4,381565.0,False
4,1,5,10000000.0,True
5,3,1,14.0,False
6,3,2,184.0,False
7,3,3,12010.0,False
8,3,4,340717.0,False
9,5,1,16.0,False
10,5,2,206.0,False
11,5,3,7758.0,False
12,5,4,320838.0,False
13,1,1,12.0,False
14,1,2,521.0,False
15,1,3,11021.0,False
16,1,4,474698.0,False
17,1,5,3678538.0,False
18,3,1,12.0,False
19,3,2,353.0,False
20,3,3,12585.0,False
21,3,4,459064.0,False
22,5,1,12.0,False
23,5,2,366.0,False
24,5,3,13463.0,False
25,5,4,461005.0,False
26,1,1,5.0,False
27,1,2,371.0,False
28,1,3,7013.0,False
29,1,4,532217.0,False
30,1,5,10000000.0,True
31,3,1,11.0,False
32,3,2,390.0,False
33,3,3,8050.0,False
34,3,4,392387.0,False
35,5,1,12.0,False
36,5,2,403.0,False
37,5,3,6216.0,False
38,5,4,338410.0,False
39,1,1,18.0,False
40,1,2,387.0,False
41,1,3,11358.0,False
42,1,4,234572.0,False
43,1,5,10000000.0,True
44,3,1,24.0,False
45,3,2,533.0,False
46,3,3,10350.0,False
47,3,4,373850.0,False
48,5,1,4.0,False
49,5,2,341.0,False
50,5,3,6076.0,False
51,5,4,369769.0,False
52,1,1,17.0,False
53,1,2,599.0,False
54,1,3,18351.0,False
55,1,4,329507.0,False
56,1,5,10000000.0,True
57,3,1,23.0,False
58,3,2,375.0,False
59,3,3,4333.0,False
60,3,4,331917.0,False
61,5,1,13.0,False
62,5,2,221.0,False
63,5,3,6971.0,False
64,5,4,393666.0,False
65,1,1,12.0,False
66,1,2,387.0,False
67,1,3,7585.0,False
68,1,4,326373.0,False
69,1,5,10000000.0,True
70,3,1,19.0,False
71,3,2,384.0,False
72,3,3,13325.0,False
73,3,4,353974.0,False
74,5,1,12.0,False
75,5,2,343.0,False
76,5,3,10680.0,False
77,5,4,507981.0,False
78,1,1,6.0,False
79,1,2,616.0,False
80,1,3,19143.0,False
81,1,4,491666.0,False
82,1,5,10000000.0,True
83,3,1,1.0,False
84,3,2,458.0,False
85,3,3,16725.0,False
86,3,4,283549.0,False
87,5,1,15.0,False
88,5,2,227.0,False
89,5,3,12865.0,False
90,5,4,393786.0,False
91,1,1,18.0,False
92,1,2,631.0,False
93,1,3,12725.0,False
94,1,4,127816.0,False
95,1,5,10000000.0,True
96,3,1,21.0,False
97,3,2,406.0,False
98,3,3,2485.0,False
99,3,4,370055.0,False
100,5,1,11.0,False
101,5,2,448.0,False
102,5,3,12023.0,False
103,5,4,485456.0,False
104,1,1,26.0,False
105,1,2,640.0,False
106,1,3,16340.0,False
107,1,4,317635.0,False
108,1,5,10000000.0,True
109,3,1,10.0,False
110,3,2,280.0,False
111,3,3,8794.0,False
112,3,4,306985.0,False
113,5,1,10.0,False
114,5,2,246.0,False
115,5,3,10364.0,False
116,5,4,433244.0,False
117,1,1,16.0,False
118,1,2,446.0,False
119,1,3,13038.0,False
120,1,4,585948.0,False
121,1,5,10000000.0,True
122,3,1,12.0,False
123,3,2,411.0,False
124,3,3,10941.0,False
125,3,4,362985.0,False
126,5,1,12.0,False
127,5,2,235.0,False
128,5,3,5712.0,False
129,5,4,107056.0,False
130,1,1,26.0,False
131,1,2,552.0,False
132,1,3,7639.0,False
133,1,4,694439.0,False
134,1,5,10000000.0,True
135,3,1,13.0,False
136,3,2,86.0,False
137,3,3,9990.0,False
138,3,4,251656.0,False
139,5,1,5.0,False
140,5,2,388.0,False
141,5,3,12053.0,False
142,5,4,342092.0,False
143,1,1,19.0,False
144,1,2,410.0,False
145,1,3,17851.0,False
146,1,4,514012.0,False
147,1,5,8487491.0,False
148,3,1,11.0,False
149,3,2,429.0,False
150,3,3,5245.0,False
151,3,4,241010.0,False
152,5,1,9.0,False
153,5,2,298.0,False
154,5,3,5640.0,False
155,5,4,322803.0,False
156,1,1,10.0,False
157,1,2,462.0,False
158,1,3,18080.0,False
159,1,4,470270.0,False
160,1,5,10000000.0,True
161,3,1,7.0,False
162,3,2,211.0,False
163,3,3,5298.0,False
164,3,4,76301.0,False
165,5,1,9.0,False
166,5,2,321.0,False
167,5,3,8381.0,False
168,5,4,247425.0,False
169,1,1,13.0,False
170,1,2,427.0,False
171,1,3,19681.0,False
172,1,4,319687.0,False
173,1,5,10000000.0,True
174,3,1,9.0,False
175,3,2,269.0,False
176,3,3,6422.0,False
177,3,4,216513.0,False
178,5,1,7.0,False
179,5,2,470.0,False
180,5,3,4400.0,False
181,5,4,577070.0,False
182,1,1,20.0,False
183,1,2,309.0,False
184,1,3,21243.0,False
185,1,4,503757.0,False
186,1,5,10000000.0,True
187,3,1,8.0,False
188,3,2,517.0,False
189,3,3,8616.0,False
190,3,4,581922.0,False
191,5,1,13.0,False
192,5,2,108.0,False
193,5,3,4639.0,False
194,5,4,440121.0,False
195,1,1,12.0,False
196,1,2,414.0,False
197,1,3,15339.0,False
198,1,4,357800.0,False
199,1,5,10000000.0,True
200,3,1,18.0,False
201,3,2,387.0,False
202,3,3,7125.0,False
203,3,4,468676.0,False
204,5,1,5.0,False
205,5,2,345.0,False
206,5,3,5875.0,False
207,5,4,282123.0,False
208,1,1,11.0,False
209,1,2,701.0,False
210,1,3,15108.0,False
211,1,4,551134.0,False
212,1,5,10000000.0,True
213,3,1,13.0,False
214,3,2,286.0,False
215,3,3,13522.0,False
216,3,4,328317.0,False
217,5,1,7.0,False
218,5,2,330.0,False
219,5,3,9623.0,False
220,5,4,470810.0,False
221,1,1,13.0,False
222,1,2,245.0,False
223,1,3,15915.0,False
224,1,4,561868.0,False
225,1,5,10000000.0,True
226,3,1,14.0,False
227,3,2,508.0,False
228,3,3,6043.0,False
229,3,4,404743.0,False
230,5,1,10.0,False
231,5,2,98.0,False
232,5,3,11387.0,False
233,5,4,339604.0,False
234,1,1,10.0,False
235,1,2,542.0,False
236,1,3,18973.0,False
237,1,4,337318.0,False
238,1,5,10000000.0,True
239,3,1,20.0,False
240,3,2,163.0,False
241,3,3,13133.0,False
242,3,4,322865.0,False
243,5,1,3.0,False
244,5,2,345.0,False
245,5,3,9930.0,False
246,5,4,115715.0,False
247,1,1,22.0,False
248,1,2,414.0,False
249,1,3,8857.0,False
250,1,4,497437.0,False
251,1,5,10000000.0,True
252,3,1,18.0,False
253,3,2,558.0,False
254,3,3,13599.0,False
255,3,4,349364.0,False
256,5,1,13.0,False
257,5,2,210.0,False
258,5,3,5768.0,False
259,5,4,259116.0,False
260,1,1,9.0,False
261,1,2,541.0,False
262,1,3,18526.0,False
263,1,4,424773.0,False
264,1,5,6560941.0,False
265,3,1,9.0,False
266,3,2,214.0,False
267,3,3,15103.0,False
268,3,4,234905.0,False
269,5,1,12.0,False
270,5,2,215.0,False
271,5,3,8149.0,False
272,5,4,384091.0,False
273,1,1,20.0,False
274,1,2,737.0,False
275,1,3,16042.0,False
276,1,4,527812.0,False
277,1,5,10000000.0,True
278,3,1,6.0,False
279,3,2,207.0,False
280,3,3,9396.0,False
281,3,4,504576.0,False
282,5,1,16.0,False
283,5,2,423.0,False
284,5,3,13065.0,False
285,5,4,273256.0,False
286,1,1,25.0,False
287,1,2,538.0,False
288,1,3,8705.0,False
289,1,4,465612.0,False
290,1,5,10000000.0,True
291,3,1,9.0,False
292,3,2,173.0,False
293,3,3,11427.0,False
294,3,4,435263.0,False
295,5,1,7.0,False
296,5,2,309.0,False
297,5,3,9330.0,False
298,5,4,255723.0,False
299,1,1,18.0,False
300,1,2,849.0,False
301,1,3,10431.0,False
302,1,4,498910.0,False
303,1,5,10000000.0,True
304,3,1,12.0,False
305,3,2,236.0,False
306,3,3,9072.0,False
307,3,4,249629.0,False
308,5,1,8.0,False
309,5,2,130.0,False
310,5,3,10387.0,False
311,5,4,302603.0,False
312,1,1,13.0,False
313,1,2,557.0,False
314,1,3,18018.0,False
315,1,4,631183.0,False
316,1,5,10000000.0,True
317,3,1,15.0,False
318,3,2,397.0,False
319,3,3,8206.0,False
320,3,4,313395.0,False
321,5,1,6.0,False
322,5,2,188.0,False
323,5,3,1724.0,False
324,5,4,344577.0,False
325,1,1,10.0,False
326,1,2,632.0,False
327,1,3,16171.0,False
328,1,4,530548.0,False
329,1,5,10000000.0,True
330,3,1,10.0,False
331,3,2,190.0,False
332,3,3,9249.0,False
333,3,4,307034.0,False
334,5,1,8.0,False
335,5,2,245.0,False
336,5,3,8408.0,False
337,5,4,278682.0,False
338,1,1,13.0,False
339,1,2,522.0,False
340,1,3,13485.0,False
341,1,4,678765.0,False
342,1,5,10000000.0,True
343,3,1,16.0,False
344,3,2,248.0,False
345,3,3,10810.0,False
346,3,4,427458.0,False
347,5,1,9.0,False
348,5,2,292.0,False
349,5,3,6060.0,False
350,5,4,157729.0,False
351,1,1,24.0,False
352,1,2,400.0,False
353,1,3,11930.0,False
354,1,4,496672.0,False
355,1,5,10000000.0,True
356,3,1,10.0,False
357,3,2,342.0,False
358,3,3,9709.0,False
359,3,4,415375.0,False
360,5,1,11.0,False
361,5,2,196.0,False
362,5,3,8665.0,False
363,5,4,290476.0,False
364,1,1,24.0,False
365,1,2,171.0,False
366,1,3,7099.0,False
367,1,4,415765.0,False
368,1,5,10000000.0,True
369,3,1,7.0,False
370,3,2,305.0,False
371,3,3,8374.0,False
372,3,4,608221.0,False
373,5,1,7.0,False
374,5,2,333.0,False
375,5,3,7656.0,False
376,5,4,239511.0,False
377,1,1,2.0,False
378,1,2,285.0,False
379,1,3,18223.0,False
380,1,4,278859.0,False
381,1,5,10000000.0,True
382,3,1,7.0,False
383,3,2,417.0,False
384,3,3,2318.0,False
385,3,4,477431.0,False
386,5,1,10.0,False
387,5,2,215.0,False
388,5,3,10250.0,False
389,5,4,416233.0,False
390,1,1,26.0,False
391,1,2,499.0,False
392,1,3,15677.0,False
393,1,4,366071.0,False
394,1,5,10000000.0,True
395,3,1,12.0,False
396,3,2,413.0,False
397,3,3,14859.0,False
398,3,4,448881.0,False
399,5,1,6.0,False
400,5,2,335.0,False
401,5,3,5995.0,False
402,5,4,310754.0,False
403,1,1,29.0,False
404,1,2,440.0,False
405,1,3,24197.0,False
406,1,4,403668.0,False
407,1,5,10000000.0,True
408,3,1,15.0,False
409,3,2,311.0,False
410,3,3,5822.0,False
411,3,4,294787.0,False
412,5,1,14.0,False
413,5,2,356.0,False
414,5,3,10944.0,False
415,5,4,253168.0,False
416,1,1,22.0,False
417,1,2,613.0,False
418,1,3,12727.0,False
419,1,4,599595.0,False
420,1,5,10000000.0,True
421,3,1,17.0,False
422,3,2,201.0,False
423,3,3,9009.0,False
424,3,4,437961.0,False
425,5,1,7.0,False
426,5,2,277.0,False
427,5,3,5912.0,False
428,5,4,276018.0,False
429,1,1,18.0,False
430,1,2,308.0,False
431,1,3,17410.0,False
432,1,4,300564.0,False
433,1,5,10000000.0,True
434,3,1,7.0,False
435,3,2,320.0,False
436,3,3,6358.0,False
437,3,4,437190.0,False
438,5,1,4.0,False
439,5,2,290.0,False
440,5,3,3365.0,False
441,5,4,491278.0,False
442,1,1,11.0,False
443,1,2,284.0,False
444,1,3,16391.0,False
445,1,4,502536.0,False
446,1,5,10000000.0,True
447,3,1,5.0,False
448,3,2,418.0,False
449,3,3,10819.0,False
450,3,4,268828.0,False
451,5,1,12.0,False
452,5,2,159.0,False
453,5,3,12980.0,False
454,5,4,308250.0,False
455,1,1,8.0,False
456,1,2,587.0,False
457,1,3,18747.0,False
458,1,4,496772.0,False
459,1,5,10000000.0,True
460,3,1,9.0,False
461,3,2,346.0,False
462,3,3,15811.0,False
463,3,4,525835.0,False
464,5,1,13.0,False
465,5,2,271.0,False
466,5,3,5985.0,False
467,5,4,520598.0,False
468,1,1,13.0,False
469,1,2,310.0,False
470,1,3,13972.0,False
471,1,4,601595.0,False
472,1,5,10000000.0,True
473,3,1,9.0,False
474,3,2,346.0,False
475,3,3,15425.0,False
476,3,4,447400.0,False
477,5,1,5.0,False
478,5,2,253.0,False
479,5,3,13370.0,False
480,5,4,400717.0,False
481,1,1,26.0,False
482,1,2,734.0,False
483,1,3,10874.0,False
484,1,4,314756.0,False
485,1,5,10000000.0,True
486,3,1,11.0,False
487,3,2,316.0,False
488,3,3,10085.0,False
489,3,4,417649.0,False
490,5,1,7.0,False
491,5,2,168.0,False
492,5,3,3477.0,False
493,5,4,213406.0,False
494,1,1,9.0,False
495,1,2,205.0,False
496,1,3,17089.0,False
497,1,4,290316.0,False
498,1,5,10000000.0,True
499,3,1,18.0,False
500,3,2,165.0,False
501,3,3,5580.0,False
502,3,4,411164.0,False
503,5,1,17.0,False
504,5,2,328.0,False
505,5,3,11364.0,False
506,5,4,220449.0,False
507,1,1,28.0,False
508,1,2,707.0,False
509,1,3,15057.0,False
510,1,4,546487.0,False
511,1,5,10000000.0,True
512,3,1,23.0,False
513,3,2,228.0,False
514,3,3,5870.0,False
515,3,4,129939.0,False
516,5,1,6.0,False
517,5,2,205.0,False
518,5,3,11360.0,False
519,5,4,309979.0,False
520,1,1,23.0,False
521,1,2,512.0,False
522,1,3,17274.0,False
523,1,4,494226.0,False
524,1,5,9831510.0,False
525,3,1,8.0,False
526,3,2,472.0,False
527,3,3,8386.0,False
528,3,4,169475.0,False
529,5,1,13.0,False
530,5,2,396.0,False
531,5,3,14924.0,False
532,5,4,210067.0,False
533,1,1,20.0,False
534,1,2,263.0,False
535,1,3,17148.0,False
536,1,4,588173.0,False
537,1,5,4706007.0,False
538,3,1,14.0,False
539,3,2,287.0,False
540,3,3,7878.0,False
541,3,4,396462.0,False
542,5,1,13.0,False
543,5,2,147.0,False
544,5,3,11020.0,False
545,5,4,198510.0,False
546,1,1,12.0,False
547,1,2,528.0,False
548,1,3,16285.0,False
549,1,4,600781.0,False
550,1,5,10000000.0,True
551,3,1,14.0,False
552,3,2,137.0,False
553,3,3,7515.0,False
554,3,4,292012.0,False
555,5,1,10.0,False
556,5,2,221.0,False
557,5,3,8547.0,False
558,5,4,203182.0,False
559,1,1,21.0,False
560,1,2,147.0,False
561,1,3,5655.0,False
562,1,4,188133.0,False
563,1,5,10000000.0,True
564,3,1,5.0,False
565,3,2,258.0,False
566,3,3,10280.0,False
567,3,4,277472.0,False
568,5,1,10.0,False
569,5,2,361.0,False
570,5,3,10428.0,False
571,5,4,312733.0,False
572,1,1,24.0,False
573,1,2,324.0,False
574,1,3,15889.0,False
575,1,4,295719.0,False
576,1,5,10000000.0,True
577,3,1,9.0,False
578,3,2,195.0,False
579,3,3,10116.0,False
580,3,4,300599.0,False
581,5,1,9.0,False
582,5,2,391.0,False
583,5,3,9888.0,False
584,5,4,454756.0,False
585,1,1,23.0,False
586,1,2,615.0,False
587,1,3,16009.0,False
588,1,4,532762.0,False
589,1,5,10000000.0,True
590,3,1,15.0,False
591,3,2,381.0,False
592,3,3,15145.0,False
593,3,4,310334.0,False
594,5,1,13.0,False
595,5,2,233.0,False
596,5,3,7895.0,False
597,5,4,321294.0,False
598,1,1,23.0,False
599,1,2,456.0,False
600,1,3,16867.0,False
601,1,4,719865.0,False
602,1,5,10000000.0,True
603,3,1,4.0,False
604,3,2,257.0,False
605,3,3,8879.0,False
606,3,4,175792.0,False
607,5,1,5.0,False
608,5,2,309.0,False
609,5,3,11262.0,False
610,5,4,379242.0,False
611,1,1,10.0,False
612,1,2,167.0,False
613,1,3,17977.0,False
614,1,4,343945.0,False
615,1,5,10000000.0,True
616,3,1,2.0,False
617,3,2,291.0,False
618,3,3,16172.0,False
619,3,4,249018.0,False
620,5,1,20.0,False
621,5,2,130.0,False
622,5,3,14238.0,False
623,5,4,487892.0,False
624,1,1,10.0,False
625,1,2,301.0,False
626,1,3,15788.0,False
627,1,4,526237.0,False
628,1,5,10000000.0,True
629,3,1,11.0,False
630,3,2,455.0,False
631,3,3,13564.0,False
632,3,4,560072.0,False
633,5,1,3.0,False
634,5,2,391.0,False
635,5,3,7112.0,False
636,5,4,90463.0,False
637,1,1,16.0,False
638,1,2,628.0,False
639,1,3,14213.0,False
640,1,4,509195.0,False
641,1,5,7562657.0,False
642,3,1,11.0,False
643,3,2,374.0,False
644,3,3,10690.0,False
645,3,4,251790.0,False
646,5,1,9.0,False
647,5,2,323.0,False
648,5,3,7556.0,False
649,5,4,389884.0,False
650,1,1,17.0,False
651,1,2,502.0,False
652,1,3,13923.0,False
653,1,4,532083.0,False
654,1,5,10000000.0,True
655,3,1,9.0,False
656,3,2,422.0,False
657,3,3,8344.0,False
658,3,4,370425.0,False
659,5,1,14.0,False
660,5,2,222.0,False
661,5,3,13356.0,False
662,5,4,76631.0,False
663,1,1,14.0,False
664,1,2,377.0,False
665,1,3,15659.0,False
666,1,4,471208.0,False
667,1,5,10000000.0,True
668,3,1,22.0,False
669,3,2,344.0,False
670,3,3,13534.0,False
671,3,4,519493.0,False
672,5,1,9.0,False
673,5,2,221.0,False
674,5,3,7896.0,False
675,5,4,101413.0,False
676,1,1,23.0,False
677,1,2,263.0,False
678,1,3,11098.0,False
679,1,4,654967.0,False
680,1,5,10000000.0,True
681,3,1,10.0,False
682,3,2,192.0,False
683,3,3,12633.0,False
684,3,4,319222.0,False
685,5,1,10.0,False
686,5,2,231.0,False
687,5,3,9713.0,False
688,5,4,255465.0,False
689,1,1,19.0,False
690,1,2,532.0,False
691,1,3,14857.0,False
692,1,4,673413.0,False
693,1,5,10000000.0,True
694,3,1,19.0,False
695,3,2,377.0,False
696,3,3,8339.0,False
697,3,4,428047.0,False
698,5,1,13.0,False
699,5,2,496.0,False
700,5,3,11206.0,False
701,5,4,301278.0,False
702,1,1,22.0,False
703,1,2,337.0,False
704,1,3,19845.0,False
705,1,4,525096.0,False
706,1,5,10000000.0,True
707,3,1,7.0,False
708,3,2,304.0,False
709,3,3,3026.0,False
710,3,4,373954.0,False
711,5,1,18.0,False
712,5,2,297.0,False
713,5,3,8543.0,False
714,5,4,359685.0,False
715,1,1,22.0,False
716,1,2,366.0,False
717,1,3,18466.0,False
718,1,4,448013.0,False
719,1,5,10000000.0,True
720,3,1,18.0,False
721,3,2,364.0,False
722,3,3,13244.0,False
723,3,4,163948.0,False
724,5,1,14.0,False
725,5,2,174.0,False
726,5,3,12810.0,False
727,5,4,198814.0,False
728,1,1,30.0,False
729,1,2,230.0,False
730,1,3,21905.0,False
731,1,4,363661.0,False
732,1,5,10000000.0,True
733,3,1,19.0,False
734,3,2,215.0,False
735,3,3,9176.0,False
736,3,4,423388.0,False
737,5,1,9.0,False
738,5,2,87.0,False
739,5,3,13390.0,False
740,5,4,370279.0,False
741,1,1,17.0,False
742,1,2,567.0,False
743,1,3,13804.0,False
744,1,4,623032.0,False
745,1,5,10000000.0,True
746,3,1,15.0,False
747,3,2,518.0,False
748,3,3,8215.0,False
749,3,4,446476.0,False
750,5,1,10.0,False
751,5,2,274.0,False
752,5,3,11150.0,False
753,5,4,227377.0,False
754,1,1,27.0,False
755,1,2,548.0,False
756,1,3,23942.0,False
757,1,4,527882.0,False
758,1,5,9870222.0,False
759,3,1,11.0,False
760,3,2,487.0,False
761,3,3,10429.0,False
762,3,4,166202.0,False
763,5,1,15.0,False
764,5,2,287.0,False
765,5,3,12245.0,False
766,5,4,305130.0,False
767,1,1,22.0,False
768,1,2,689.0,False
769,1,3,16614.0,False
770,1,4,571776.0,False
771,1,5,10000000.0,True
772,3,1,16.0,False
773,3,2,454.0,False
774,3,3,16013.0,False
775,3,4,543548.0,False
776,5,1,11.0,False
777,5,2,378.0,False
778,5,3,8817.0,False
779,5,4,282400.0,False
780,1,1,15.0,False
781,1,2,229.0,False
782,1,3,9942.0,False
783,1,4,481962.0,False
784,1,5,10000000.0,True
785,3,1,8.0,False
786,3,2,260.0,False
787,3,3,5031.0,False
788,3,4,435490.0,False
789,5,1,11.0,False
790,5,2,235.0,False
791,5,3,5351.0,False
792,5,4,152912.0,False
793,1,1,12.0,False
794,1,2,736.0,False
795,1,3,12799.0,False
796,1,4,480399.0,False
797,1,5,10000000.0,True
798,3,1,3.0,False
799,3,2,299.0,False
800,3,3,9901.0,False
801,3,4,389222.0,False
802,5,1,7.0,False
803,5,2,233.0,False
804,5,3,9847.0,False
805,5,4,364257.0,False
806,1,1,21.0,False
807,1,2,522.0,False
808,1,3,10203.0,False
809,1,4,491031.0,False
810,1,5,10000000.0,True
811,3,1,12.0,False
812,3,2,352.0,False
813,3,3,8803.0,False
814,3,4,224188.0,False
815,5,1,10.0,False
816,5,2,176.0,False
817,5,3,4865.0,False
818,5,4,417547.0,False
819,1,1,24.0,False
820,1,2,423.0,False
821,1,3,8121.0,False
822,1,4,557290.0,False
823,1,5,10000000.0,True
824,3,1,15.0,False
825,3,2,347.0,False
826,3,3,9184.0,False
827,3,4,346847.0,False
828,5,1,14.0,False
829,5,2,281.0,False
830,5,3,13704.0,False
831,5,4,318244.0,False
832,1,1,25.0,False
833,1,2,777.0,False
834,1,3,14384.0,False
835,1,4,707697.0,False
836,1,5,10000000.0,True
837,3,1,10.0,False
838,3,2,214.0,False
839,3,3,11207.0,False
840,3,4,162258.0,False
841,5,1,16.0,False
842,5,2,416.0,False
843,5,3,3521.0,False
844,5,4,473135.0,False
845,1,1,22.0,False
846,1,2,463.0,False
847,1,3,21856.0,False
848,1,4,594801.0,False
849,1,5,10000000.0,True
850,3,1,20.0,False
851,3,2,304.0,False
852,3,3,4995.0,False
853,3,4,511329.0,False
854,5,1,15.0,False
855,5,2,276.0,False
856,5,3,4629.0,False
857,5,4,340194.0,False
858,1,1,15.0,False
859,1,2,705.0,False
860,1,3,13219.0,False
861,1,4,577410.0,False
862,1,5,10000000.0,True
863,3,1,8.0,False
864,3,2,526.0,False
865,3,3,15107.0,False
866,3,4,438833.0,False
867,5,1,5.0,False
868,5,2,230.0,False
869,5,3,8575.0,False
870,5,4,374485.0,False
871,1,1,19.0,False
872,1,2,475.0,False
873,1,3,17059.0,False
874,1,4,239152.0,False
875,1,5,10000000.0,True
876,3,1,23.0,False
877,3,2,298.0,False
878,3,3,15387.0,False
879,3,4,593303.0,False
880,5,1,13.0,False
881,5,2,56.0,False
882,5,3,5875.0,False
883,5,4,412822.0,False
884,1,1,12.0,False
885,1,2,394.0,False
886,1,3,12473.0,False
887,1,4,601875.0,False
888,1,5,10000000.0,True
889,3,1,13.0,False
890,3,2,338.0,False
891,3,3,13446.0,False
892,3,4,363880.0,False
893,5,1,11.0,False
894,5,2,191.0,False
895,5,3,10516.0,False
896,5,4,273830.0,False
897,1,1,3.0,False
898,1,2,617.0,False
899,1,3,13049.0,False
900,1,4,496570.0,False
901,1,5,10000000.0,True
902,3,1,15.0,False
903,3,2,200.0,False
904,3,3,8019.0,False
905,3,4,271224.0,False
906,5,1,4.0,False
907,5,2,368.0,False
908,5,3,13014.0,False
909,5,4,448299.0,False
910,1,1,16.0,False
911,1,2,835.0,False
912,1,3,17847.0,False
913,1,4,250856.0,False
914,1,5,10000000.0,True
915,3,1,6.0,False
916,3,2,469.0,False
917,3,3,1415.0,False
918,3,4,307934.0,False
919,5,1,10.0,False
920,5,2,198.0,False
921,5,3,6682.0,False
922,5,4,301550.0,False
923,1,1,13.0,False
924,1,2,455.0,False
925,1,3,11047.0,False
926,1,4,552402.0,False
927,1,5,10000000.0,True
928,3,1,12.0,False
929,3,2,605.0,False
930,3,3,10599.0,False
931,3,4,408394.0,False
932,5,1,14.0,False
933,5,2,173.0,False
934,5,3,8799.0,False
935,5,4,235883.0,False
936,1,1,24.0,False
937,1,2,309.0,False
938,1,3,14337.0,False
939,1,4,302142.0,False
940,1,5,10000000.0,True
941,3,1,10.0,False
942,3,2,276.0,False
943,3,3,15485.0,False
944,3,4,440749.0,False
945,5,1,12.0,False
946,5,2,179.0,False
947,5,3,11986.0,False
948,5,4,133779.0,False
949,1,1,16.0,False
950,1,2,370.0,False
951,1,3,19544.0,False
952,1,4,443275.0,False
953,1,5,5559744.0,False
954,3,1,8.0,False
955,3,2,539.0,False
956,3,3,12029.0,False
957,3,4,415425.0,False
958,5,1,15.0,False
959,5,2,311.0,False
960,5,3,10629.0,False
961,5,4,418405.0,False
962,1,1,23.0,False
963,1,2,476.0,False
964,1,3,12615.0,False
965,1,4,635856.0,False
966,1,5,10000000.0,True
967,3,1,11.0,False
968,3,2,363.0,False
969,3,3,14923.0,False
970,3,4,324296.0,False
971,5,1,8.0,False
972,5,2,335.0,False
973,5,3,9643.0,False
974,5,4,423569.0,False
975,1,1,36.0,False
976,1,2,573.0,False
977,1,3,15968.0,False
978,1,4,386180.0,False
979,1,5,10000000.0,True
980,3,1,17.0,False
981,3,2,210.0,False
982,3,3,14588.0,False
983,3,4,345662.0,False
984,5,1,21.0,False
985,5,2,267.0,False
986,5,3,12687.0,False
987,5,4,239239.0,False
988,1,1,21.0,False
989,1,2,443.0,False
990,1,3,10424.0,False
991,1,4,441313.0,False
992,1,5,10000000.0,True
993,3,1,13.0,False
994,3,2,402.0,False
995,3,3,11091.0,False
996,3,4,194933.0,False
997,5,1,8.0,False
998,5,2,260.0,False
999,5,3,12520.0,False
1000,5,4,260633.0,False
1001,1,1,40.0,False
1002,1,2,651.0,False
1003,1,3,11179.0,False
1004,1,4,498951.0,False
1005,1,5,10000000.0,True
1006,3,1,24.0,False
1007,3,2,377.0,False
1008,3,3,4441.0,False
1009,3,4,433879.0,False
1010,5,1,6.0,False
1011,5,2,321.0,False
1012,5,3,4608.0,False
1013,5,4,431118.0,False
1014,1,1,12.0,False
1015,1,2,490.0,False
1016,1,3,22884.0,False
1017,1,4,660734.0,False
1018,1,5,10000000.0,True
1019,3,1,16.0,False
1020,3,2,339.0,False
1021,3,3,13760.0,False
1022,3,4,345845.0,False
1023,5,1,7.0,False
1024,5,2,194.0,False
1025,5,3,7343.0,False
1026,5,4,404752.0,False
1027,1,1,21.0,False
1028,1,2,162.0,False
1029,1,3,14017.0,False
1030,1,4,547414.0,False
1031,1,5,10000000.0,True
1032,3,1,14.0,False
1033,3,2,418.0,False
1034,3,3,10182.0,False
1035,3,4,209466.0,False
1036,5,1,10.0,False
1037,5,2,340.0,False
1038,5,3,4113.0,False
1039,5,4,499890.0,False
1040,1,1,20.0,False
1041,1,2,731.0,False
1042,1,3,11539.0,False
1043,1,4,371987.0,False
1044,1,5,10000000.0,True
1045,3,1,14.0,False
1046,3,2,395.0,False
1047,3,3,15489.0,False
1048,3,4,289680.0,False
1049,5,1,11.0,False
1050,5,2,241.0,False
1051,5,3,10572.0,False
1052,5,4,426305.0,False
1053,1,1,24.0,False
1054,1,2,195.0,False
1055,1,3,13265.0,False
1056,1,4,465764.0,False
1057,1,5,10000000.0,True
1058,3,1,18.0,False
1059,3,2,343.0,False
1060,3,3,11607.0,False
1061,3,4,362766.0,False
1062,5,1,7.0,False
1063,5,2,217.0,False
1064,5,3,3541.0,False
1065,5,4,423867.0,False
1066,1,1,13.0,False
1067,1,2,499.0,False
1068,1,3,9788.0,False
1069,1,4,496693.0,False
1070,1,5,10000000.0,True
1071,3,1,18.0,False
1072,3,2,244.0,False
1073,3,3,9620.0,False
1074,3,4,305806.0,False
1075,5,1,12.0,False
1076,5,2,202.0,False
1077,5,3,2518.0,False
1078,5,4,381777.0,False
1079,1,1,17.0,False
1080,1,2,445.0,False
1081,1,3,18381.0,False
1082,1,4,372453.0,False
1083,1,5,10000000.0,True
1084,3,1,14.0,False
1085,3,2,265.0,False
1086,3,3,11696.0,False
1087,3,4,341139.0,False
1088,5,1,8.0,False
1089,5,2,198.0,False
1090,5,3,8576.0,False
1091,5,4,490088.0,False
1092,1,1,14.0,False
1093,1,2,389.0,False
1094,1,3,15678.0,False
1095,1,4,392589.0,False
1096,1,5,10000000.0,True
1097,3,1,10.0,False
1098,3,2,495.0,False
